Country Name,Country Code,Series Name,Series Code,1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Afghanistan,AFG,Population growth (annual %),SP.POP.GROW,1.94731853,2.17043897,2.975052846,3.902805701,4.496719561,4.668361494,4.321539296,3.682731797,2.990478094,2.493842299,2.268277145,2.397020991,2.74657628,3.143125903,3.407586974,3.494589049,3.355581661,3.077083595,2.778317409,2.548346644,2.3847611,2.311817217,..
Afghanistan,AFG,"Population, total",SP.POP.TOTL,19737765,20170844,20779953,21606988,22600770,23680871,24726684,25654277,26433049,27100536,27722276,28394813,29185507,30117413,31161376,32269589,33370794,34413603,35383128,36296400,37172386,38041754,..
Afghanistan,AFG,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,33.7,..,..,..,38.3,..,..,..,..,54.5,..,..,..,..
Afghanistan,AFG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,54.906,55.376,55.841,56.308,56.784,57.271,57.772,58.29,58.826,59.375,59.93,60.484,61.028,61.553,62.054,62.525,62.966,63.377,63.763,64.13,64.486,64.833,..
Afghanistan,AFG,"Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)",SE.XPD.CTER.ZS,..,..,..,..,..,..,..,..,..,..,..,..,78.94293213,77.54962921,65.43367767,67.1470108,72.43393707,68.05422211,..,..,..,..,..
Afghanistan,AFG,"School enrollment, primary (% net)",SE.PRM.NENR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,..,..,..,..,..,..,..,..,..,..,..,411.427684,511.8978409,557.0807005,605.2912341,602.6518681,580.8573777,553.2653858,489.101791,501.8243886,473.3134626,490.2323529,..
Afghanistan,AFG,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,12.348,12.037,11.718,11.387,11.048,10.704,10.356,10.003,9.645,9.287,8.932,8.584,8.25,7.936,7.645,7.38,7.141,6.929,6.742,6.575,6.423,6.285,..
Afghanistan,AFG,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,31.44885063,..,..,..,..,..,..,43.01971817,..,..
Afghanistan,AFG,Gross domestic savings (current US$),NY.GDS.TOTL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,Population growth (annual %),SP.POP.GROW,-0.629334393,-0.633352274,-0.637356834,-0.938470428,-0.299876697,-0.374149169,-0.417931378,-0.511790116,-0.630911245,-0.755718755,-0.767342959,-0.673894046,-0.496461963,-0.269017332,-0.16515104,-0.183211385,-0.207047,-0.291205787,-0.159880412,-0.091972294,-0.246732042,-0.426007367,..
Albania,ALB,"Population, total",SP.POP.TOTL,3128530,3108778,3089027,3060173,3051010,3039616,3026939,3011487,2992547,2970017,2947314,2927519,2913021,2905195,2900401,2895092,2889104,2880703,2876101,2873457,2866376,2854191,..
Albania,ALB,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,25.4,..,..,18.5,..,..,12.4,..,..,..,14.3,..,..,..,..,..,..,..,..
Albania,ALB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.208,73.587,73.955,74.288,74.579,74.828,75.039,75.228,75.423,75.646,75.912,76.221,76.562,76.914,77.252,77.554,77.813,78.025,78.194,78.333,78.458,78.573,..
Albania,ALB,"Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)",SE.XPD.CTER.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,85.17835999,..,90.79503632,..,92.2494278,89.85302734,..,..
Albania,ALB,"School enrollment, primary (% net)",SE.PRM.NENR,..,96.79354,95.38335,93.86551,..,91.69871,90.92345,..,..,..,86.78701,85.34118,85.95611,86.99052,89.53195,91.90565,93.78369,94.17835,94.05692,95.53947,94.52966,..,..
Albania,ALB,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,748.6516346,948.273098,1039.491859,1192.471972,1311.949162,1703.468762,2169.416029,2436.983537,2738.064144,3230.768774,3834.4812,3515.178775,3498.342005,3733.5752,3508.380807,3765.181415,3850.053559,3272.394147,3448.324569,3722.954182,4326.330596,4319.487639,..
Albania,ALB,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.067,5.983,5.914,5.879,5.891,5.952,6.061,6.206,6.365,6.518,6.65,6.756,6.841,6.915,6.996,7.096,7.219,7.367,7.534,7.714,7.898,8.082,..
Albania,ALB,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,98.71298218,..,..,..,..,..,..,95.93863678,..,..,96.84529877,97.24697113,..,..,..,..,..,98.14115143,..,..
Albania,ALB,Gross domestic savings (current US$),NY.GDS.TOTL.CD,-139022161.9,77318175.24,263561677.1,437879785.6,375249954.1,480966279.1,832327365.4,968127761.7,1054154086,828093541.9,840805606.1,972123573.8,1280159847,1382714444,1378380392,1142846260,1026608172,933105221.7,921570936.6,1157913434,1487145289,1257728455,..
Albania,ALB,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,125.2030663,117.3276312,123.2234207,123.8242583,126.6337815,125.3257928,122.6120172,124.8463344,123.8478594,126.7063487,129.2511294,126.4865487,119.5753054,120.6872166,117.1402414,119.1074289,117.9138924,117.6244392,117.4542292,116.158981,114.2829541,..,..
Algeria,DZA,Population growth (annual %),SP.POP.GROW,1.500885768,1.416265671,1.358407806,1.30984253,1.275065543,1.275914635,1.317846191,1.389900523,1.471122982,1.551382583,1.636192663,1.722093224,1.805018696,1.883313834,1.951415209,2.002727839,2.033592452,2.045387243,2.051354584,2.044952503,2.00737383,1.933950191,..
Algeria,DZA,"Population, total",SP.POP.TOTL,30192754,30623406,31042235,31451514,31855109,32264157,32692163,33149724,33641002,34166972,34730608,35333881,35977455,36661444,37383887,38140132,38923687,39728025,40551404,41389198,42228429,43053054,..
Algeria,DZA,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..,..,..,..,5.5,..,..,..,..,..,..,..,..,..
Algeria,DZA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.745,70.183,70.64,71.116,71.605,72.101,72.594,73.072,73.521,73.936,74.311,74.644,74.938,75.199,75.436,75.661,75.878,76.09,76.298,76.499,76.693,76.88,..
Algeria,DZA,"Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)",SE.XPD.CTER.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"School enrollment, primary (% net)",SE.PRM.NENR,..,88.62222,89.39816,91.25702,92.17384,92.40589,92.86403,93.09766,93.20169,95.24939,96.36304,97.44184,97.23353,97.5945,97.31376,..,..,97.54838,97.5908,97.5883,97.63517,..,..
Algeria,DZA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,1284.095764,1218.571119,1278.85009,1316.466757,1325.328707,1526.767253,1874.589321,2064.338245,2299.162424,2773.509311,3455.420921,2944.361447,3419.213615,3983.925162,4080.39632,4053.403119,4116.277189,3292.044054,3280.321275,3313.943193,3219.973939,3114.08073,..
Algeria,DZA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.148,5.05,4.961,4.882,4.814,4.757,4.71,4.674,4.651,4.639,4.637,4.643,4.656,4.67,4.685,4.699,4.709,4.715,4.717,4.717,4.716,4.716,..
Algeria,DZA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,69.87349701,..,..,..,72.64868164,..,75.13604736,..,..,..,..,..,..,..,..,..,81.40783691,..,..
Algeria,DZA,Gross domestic savings (current US$),NY.GDS.TOTL.CD,13112243033,15379567098,24570676322,22726461180,23003921839,30344337490,40673209652,56540474888,66777929043,76413876874,96808685352,63520181693,78084166107,96432765957,99356985171,96906378181,94326619911,62267670715,58553362565,65490539980,71835334477,67672529313,..
Algeria,DZA,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,99.93774095,94.62887075,78.71892243,85.32753552,90.12516445,85.62709979,85.59496916,76.86819441,73.10862837,77.80177761,80.73784957,100.5810198,92.97754163,89.89807061,91.61833193,97.20461278,101.5199542,113.351581,114.1806975,110.0565373,106.324961,106.437638,..
American Samoa,ASM,Population growth (annual %),SP.POP.GROW,1.705729376,1.558005089,1.337137112,1.157215338,0.996827279,0.715107952,0.29701746,-0.199592495,-0.766842612,-1.263296561,-1.507058742,-1.417146554,-1.071293125,-0.572257861,-0.165132053,0.082600112,0.139905318,0.037633397,-0.12729377,-0.217311352,-0.279065762,-0.276230801,..
American Samoa,ASM,"Population, total",SP.POP.TOTL,56171,57053,57821,58494,59080,59504,59681,59562,59107,58365,57492,56683,56079,55759,55667,55713,55791,55812,55741,55620,55465,55312,..
American Samoa,ASM,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)",SE.XPD.CTER.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"School enrollment, primary (% net)",SE.PRM.NENR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,..,..,..,..,..,..,..,..,4,..,..,..,..,..,..,..,4.2,..,..,5.1,..,..,..
American Samoa,ASM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Gross domestic savings (current US$),NY.GDS.TOTL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Population growth (annual %),SP.POP.GROW,-0.288007423,0.35483105,1.572165551,2.939992206,3.942573353,4.375449193,4.098923478,3.382416554,2.659984178,2.066338175,1.414647779,0.714097792,-0.016576679,-0.834745269,-1.588729602,-2.025792158,-1.95147048,-1.529058438,-0.919469738,-0.383673623,0.006493211,0.176453843,..
Andorra,AND,"Population, total",SP.POP.TOTL,64142,64370,65390,67341,70049,73182,76244,78867,80993,82684,83862,84463,84449,83747,82427,80774,79213,78011,77297,77001,77006,77142,..
Andorra,AND,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)",SE.XPD.CTER.ZS,..,..,..,..,..,..,..,..,96.69634247,90.84388733,95.16091156,94.55032349,94.55032349,94.55032349,..,98.7204895,99.47258759,98.74201202,99.95052338,99.17420959,99.20018005,98.93283081,..
Andorra,AND,"School enrollment, primary (% net)",SE.PRM.NENR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,..,..,..,..,..,..,3.8,3.6,3.3,2.8,2.8,3.2,2.8,..,3.9,..,..,..,4.3,..,4.4,3.9,..
Andorra,AND,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Gross domestic savings (current US$),NY.GDS.TOTL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,Population growth (annual %),SP.POP.GROW,3.228941421,3.249247377,3.277203555,3.301198182,3.329256674,3.37881111,3.453013829,3.537557154,3.619574559,3.68063537,3.710531322,3.703877683,3.671462401,3.634158626,3.597774308,3.551950467,3.497492744,3.438850684,3.37827278,3.322080998,3.276133875,3.242982603,..
Angola,AGO,"Population, total",SP.POP.TOTL,15359601,15866869,16395473,16945753,17519417,18121479,18758145,19433602,20149901,20905363,21695634,22514281,23356246,24220661,25107931,26015780,26941779,27884381,28842484,29816748,30809762,31825295,..
Angola,AGO,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32.3,..,..
Angola,AGO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,45.763,46.093,46.522,47.059,47.702,48.44,49.263,50.165,51.143,52.177,53.243,54.311,55.35,56.33,57.236,58.054,58.776,59.398,59.925,60.379,60.782,61.147,..
Angola,AGO,"Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)",SE.XPD.CTER.ZS,..,..,..,..,..,..,..,..,71.11403656,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,"School enrollment, primary (% net)",SE.PRM.NENR,45.34669,..,..,..,..,..,..,..,..,..,75.37373,74.65254,75.80242,78.02393,..,..,..,..,..,..,..,..,..
Angola,AGO,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,269.4751304,164.4919524,207.3668676,265.4681061,559.0327839,663.2983737,676.237832,918.1082716,1245.073699,1377.582395,1288.339041,1755.075277,1742.400682,2285.740545,2733.049224,3053.72885,3470.102141,3119.032958,2633.775987,2866.866692,2000.54844,1700.318674,..
Angola,AGO,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,18.706,18.404,18.036,17.597,17.09,16.522,15.903,15.24,14.539,13.815,13.085,12.367,11.68,11.039,10.451,9.921,9.454,9.052,8.716,8.432,8.19,7.981,..
Angola,AGO,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,67.4054184,..,..,..,..,..,..,..,..,..,..,..,..,66.03011322,..,..,..,..,..,..
Angola,AGO,Gross domestic savings (current US$),NY.GDS.TOTL.CD,..,..,5232880333,2764399168,6016650509,6268747210,10380439291,19231589128,29129779104,34905854945,48155621763,26638907992,39519762337,53415060367,59861819002,55812084960,54726000774,35814562896,30431728660,36492653747,33612774299,28457389801,..
Angola,AGO,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,..,..,73.17544708,99.55790723,91.1316005,95.25854942,86.81921139,75.53842659,67.68943232,72.24850115,76.41465051,104.9315363,81.03740555,78.64261098,79.9198358,85.317762,89.94286501,103.3793218,97.12118616,94.24862134,84.70543216,..,..
Antigua and Barbuda,ATG,Population growth (annual %),SP.POP.GROW,2.097670203,1.960873657,1.781187179,1.561104092,1.392885863,1.275438464,1.297971065,1.395564086,1.50944883,1.585830631,1.618469661,1.567333688,1.467063743,1.382008785,1.286878642,1.217000042,1.136486988,1.078837937,1.021843835,0.946557003,0.89718512,0.860380481,..
Antigua and Barbuda,ATG,"Population, total",SP.POP.TOTL,73224,74674,76016,77212,78295,79300,80336,81465,82704,84026,85397,86746,88028,89253,90409,91516,92562,93566,94527,95426,96286,97118,..
Antigua and Barbuda,ATG,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.465,73.705,73.94,74.171,74.395,74.613,74.821,75.019,75.204,75.376,75.535,75.683,75.823,75.956,76.087,76.218,76.349,76.483,76.617,76.752,76.885,77.016,..
Antigua and Barbuda,ATG,"Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)",SE.XPD.CTER.ZS,..,..,..,..,99.52262115,..,..,..,..,..,..,98.03868103,..,98.62164307,..,..,..,..,..,..,53.06769943,..,..
Antigua and Barbuda,ATG,"School enrollment, primary (% net)",SE.PRM.NENR,..,..,..,..,..,..,..,..,..,97.35554,96.64587,95.5628,95.1015,95.53796,94.10914,..,91.88907,94.16545,..,94.19429,95.69547,..,..
Antigua and Barbuda,ATG,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.453,6.328,6.216,6.124,6.051,5.999,5.967,5.955,5.96,5.976,5.999,6.026,6.055,6.085,6.116,6.151,6.188,6.227,6.27,6.316,6.366,6.422,..
Antigua and Barbuda,ATG,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,98.94999695,..,..,..,..,..,..,..,..,..,98.94999695,..,..,..,98.94999695,..,..,..,..,..
Antigua and Barbuda,ATG,Gross domestic savings (current US$),NY.GDS.TOTL.CD,177155555.6,165162963,204148148.1,122555555.6,133418518.5,127285185.2,158025925.9,138592592.6,149292592.6,140462963,187551851.9,322181481.5,164107407.4,127933333.3,95207407.41,93596296.3,415844444.4,491025925.9,476733333.3,385829629.6,440425925.9,..,..
Antigua and Barbuda,ATG,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,103.2912346,107.3503679,104.2936536,105.1866932,105.7653388,108.3178003,106.3355978,113.352643,123.287978,126.6543469,123.7243829,111.4612135,113.8291595,109.4927107,114.1962924,115.80891,91.76772526,87.70403456,91.6422174,98.66937132,98.03550623,..,..
Argentina,ARG,Population growth (annual %),SP.POP.GROW,1.132262439,1.11335834,1.100583725,1.092079483,1.083551371,1.07199404,1.055389384,1.036281168,1.01544167,0.998858904,0.99259313,0.999544734,0.752213052,1.15305928,1.136905694,1.1191092,1.099461091,1.078001344,1.057181578,1.037133897,1.015808349,0.993397493,..
Argentina,ARG,"Population, total",SP.POP.TOTL,36063459,36467218,36870787,37275652,37681749,38087868,38491972,38892931,39289878,39684295,40080160,40482788,40788453,41261490,41733271,42202935,42669500,43131966,43590368,44044811,44494502,44938712,..
Argentina,ARG,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30.3,25.7,32,35.5,..
Argentina,ARG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.213,73.396,73.576,73.755,73.932,74.107,74.28,74.451,74.62,74.787,74.952,75.116,75.278,75.439,75.598,75.756,75.913,76.068,76.221,76.372,76.52,76.667,..
Argentina,ARG,"Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)",SE.XPD.CTER.ZS,95.86876678,..,..,99.18084717,99.06661987,99.06279755,99.84137726,..,98.86170959,99.08409119,98.83676147,98.64086151,98.56398773,..,94.73586273,97.10961914,97.2504425,95.50083923,95.70140839,95.44545746,..,..,..
Argentina,ARG,"School enrollment, primary (% net)",SE.PRM.NENR,99.31647,99.16485,98.92861,99.0026,98.95948,98.87379,98.57855,98.81425,98.85437,99.13952,99.13278,99.09709,98.7319,98.91685,99.05122,99.11341,99.44461,99.49576,99.10172,99.184,..,..,..
Argentina,ARG,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,7119.687961,6555.857637,6437.670544,5996.251491,1983.41289,2678.726777,3172.483663,3776.753909,4869.511693,6098.405913,7565.009435,6834.655479,8614.989878,10687.8064,10827.73081,10836.29317,10212.7923,11677.28869,10803.64227,12497.73051,9676.811107,8160.572029,..
Argentina,ARG,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.879,7.862,7.845,7.83,7.815,7.802,7.788,7.775,7.762,7.749,7.735,7.722,7.708,7.694,7.68,7.665,7.651,7.638,7.626,7.616,7.609,7.604,..
Argentina,ARG,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,97.1933136,..,..,..,..,98.6108017,..,..,98.98342133,98.95497131,99.10832977,99.10523224,99.12194824,98.99388885,99.17996216,99.12500763,..,99.0038681,..,..
Argentina,ARG,Gross domestic savings (current US$),NY.GDS.TOTL.CD,55161538900,45745085000,47984383900,45495038800,25277612299,32361334487,40429882798,49343929756,56512336636,70385867483,84213748247,70317826058,87276430429,1.06514E+11,1.0074E+11,94982531333,92985131169,95134804471,92681397528,1.00171E+11,92003692243,87373147886,..
Argentina,ARG,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,102.5189003,101.7284044,100.6496905,98.69422395,84.9875764,88.78282531,92.99740728,94.05951752,94.38009066,95.61967001,96.28087261,94.93515679,97.10336646,98.30773671,98.05082345,100.0995822,99.59583647,101.074922,101.0396975,102.6490344,98.27276348,94.92855166,..
Armenia,ARM,Population growth (annual %),SP.POP.GROW,-0.781896829,-0.634591459,-0.631020799,-0.617751681,-0.549218141,-0.530280113,-0.571956874,-0.650321107,-0.773190355,-0.872160581,-0.856135016,-0.67381128,-0.373711867,-0.027147008,0.267013214,0.461966644,0.51012273,0.450500903,0.361431439,0.294612228,0.236306379,0.201539723,..
Armenia,ARM,"Population, total",SP.POP.TOTL,3108687,3089022,3069591,3050687,3033978,3017932,3000720,2981269,2958307,2932618,2907618,2888092,2877319,2876538,2884229,2897584,2912403,2925553,2936146,2944809,2951776,2957731,..
Armenia,ARM,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26.4,..
Armenia,ARM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.434,70.944,71.409,71.8,72.112,72.348,72.513,72.626,72.716,72.815,72.946,73.118,73.331,73.572,73.82,74.056,74.273,74.467,74.64,74.797,74.945,75.087,..
Armenia,ARM,"Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)",SE.XPD.CTER.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.51972961,99.45175171,98.79342651,100,99.64264679,98.92993164,..,..,..
Armenia,ARM,"School enrollment, primary (% net)",SE.PRM.NENR,..,..,..,..,84.48945,82.67607,..,81.05196,83.44942,87.87505,..,..,..,95.15386,96.41176,95.00256,93.76733,92.69541,92.23963,91.94625,90.72273,..,..
Armenia,ARM,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,536.3667943,522.6561855,541.8546603,605.5378283,679.8376859,817.9029186,1067.993669,1482.727283,1978.99769,2905.99276,3771.191375,2749.528583,2924.460587,3164.501313,3332.086807,3562.042098,3653.790372,3241.930656,3172.824226,3522.837731,3685.722253,4024.134477,..
Armenia,ARM,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.622,8.583,8.575,8.612,8.697,8.824,8.986,9.168,9.346,9.502,9.621,9.699,9.739,9.753,9.761,9.774,9.796,9.823,9.849,9.862,9.857,9.835,..
Armenia,ARM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,99.40016174,..,..,..,..,..,..,..,..,..,99.74440765,..,..,..,..,..,99.73606873,..,..,..
Armenia,ARM,Gross domestic savings (current US$),NY.GDS.TOTL.CD,-211151659.9,-152716160.6,-247829575.9,-185446618.4,-68189238.68,84308620,138778704.7,532478862.7,940107979.9,1403491473,1785681509,274042599.8,157369858.5,8580381.953,340902121.6,141957645.7,274792640.3,946904062.9,1080154518,882018303.1,1085388267,558990819.1,..
Armenia,ARM,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,133.8364132,129.0440165,134.887088,131.6581635,128.2878096,125.3445019,125.242389,124.8995656,127.5004971,129.1067231,132.630923,137.9761724,137.1153488,131.8371974,121.4707461,120.8760608,118.9160797,111.7579748,107.7733251,110.7702852,113.687319,113.3592447,..
Aruba,ABW,Population growth (annual %),SP.POP.GROW,2.114385656,1.960557913,2.055026783,2.22593013,2.229056047,2.109354335,1.757352867,1.30203884,0.79954624,0.384052418,0.134267964,0.095654625,0.210708808,0.370125352,0.502430116,0.582349411,0.594397037,0.544892394,0.50761773,0.469944453,0.453575639,0.442121959,..
Aruba,ABW,"Population, total",SP.POP.TOTL,87277,89005,90853,92898,94992,97017,98737,100031,100834,101222,101358,101455,101669,102046,102560,103159,103774,104341,104872,105366,105845,106314,..
Aruba,ABW,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.7,73.738,73.787,73.853,73.937,74.038,74.156,74.287,74.429,74.576,74.725,74.872,75.017,75.158,75.299,75.441,75.583,75.725,75.868,76.01,76.152,76.293,..
Aruba,ABW,"Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)",SE.XPD.CTER.ZS,98.72569275,98.17519379,99.99783325,97.30098724,100,..,..,99.06928253,..,100,100,100,..,100,100,100,100,100,100,..,..,..,..
Aruba,ABW,"School enrollment, primary (% net)",SE.PRM.NENR,..,97.82877,98.08635,94.53929,95.31814,93.9307,94.63489,97.80506,98.6384,98.86144,99.05832,95.89151,98.91975,..,..,..,99.23471,..,..,..,..,..,..
Aruba,ABW,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,16895.90738,16912.14077,18248.93763,17924.266,16915.30495,18164.62514,19509.90159,16248.20097,20641.79963,19490.87064,23289.35647,21404.72373,19830.54243,20055.96981,21094.26498,21961.91528,22980.65574,23867.88221,24040.29689,24368.14203,..,..,..
Aruba,ABW,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.915,6.934,6.971,7.022,7.084,7.154,7.233,7.32,7.418,7.527,7.648,7.78,7.918,8.061,8.205,8.347,8.488,8.627,8.765,8.907,9.053,9.205,..
Aruba,ABW,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,97.29125214,..,..,..,..,..,..,..,..,..,96.82263947,..,..,..,..,..,..,..,97.80741882,..,..
Aruba,ABW,Gross domestic savings (current US$),NY.GDS.TOTL.CD,461189944.1,451290502.8,547195530.7,492737430.2,435754189.9,433519553.1,563687150.8,563687150.8,555307262.6,571508379.9,624581005.6,444692737.4,296089385.5,319553072.6,239664804.5,358100558.7,437430167.6,611173184.4,648044692.7,688268156.4,..,..,..
